name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost,listed_in_type,rating_category
Restaurant_198,Yes,No,3.9,447,BTM,Bakery,"Pani Puri, Vada Pav, Pav Bhaji",Street Food,200.0,Dine-out,Medium
Restaurant_199,Yes,No,3.4,255,Hebbal,Casual Dining,"Noodles, Spring Rolls, Manchurian, Fried Rice",Chinese,600.0,Dine-out,Low
Restaurant_200,Yes,No,4.0,1475,Jayanagar,Delivery,"Garlic Bread, Margherita, BBQ Chicken",Pizza,350.0,Delivery,High
Restaurant_201,No,No,3.7,1057,Marathahalli,Bar,"Wrap, Burger, Sandwich",Fast Food,1000.0,Dine-out,Medium
Restaurant_202,No,No,3.6,327,Marathahalli,Quick Bites,"Tom Yum, Green Curry, Pad Thai, Spring Rolls",Thai,200.0,Dine-out,Medium
Restaurant_203,No,Yes,4.5,5,Bellandur,Beverage Shop,"Cold Coffee, Brownie",Cafe,100.0,Dine-out,High
Restaurant_204,Yes,No,3.5,1213,Yelahanka,Beverage Shop,"Butter Naan, Paneer Butter Masala",North Indian,100.0,Dine-out,Medium
Restaurant_205,Yes,No,4.5,89,Rajajinagar,Fine Dining,"Cold Coffee, Brownie, Cheesecake, Cappuccino",Cafe,1100.0,Dine-out,High
Restaurant_206,No,No,3.3,138,Bellandur,Dessert Parlor,,Italian,200.0,Dine-out,Low
Restaurant_207,Yes,No,3.9,96,BTM,Food Court,"Pepperoni, Garlic Bread, Margherita",Pizza,250.0,Dine-out,Medium
Restaurant_208,No,No,3.1,92,Bellandur,Delivery,"Pav Bhaji, Bhel, Pani Puri",Street Food,350.0,Delivery,Low
Restaurant_209,No,No,3.4,828,Marathahalli,Dessert Parlor,"Sushi, Tempura, Ramen",Japanese,250.0,Dine-out,Low
Restaurant_210,Yes,No,3.8,493,Rajajinagar,Food Court,"Ramen, Tempura, Miso Soup",Japanese,250.0,Dine-out,Medium
Restaurant_211,No,No,4.6,2156,Whitefield,Dessert Parlor,"Fried Rice, Noodles, Manchurian",Chinese,200.0,Dine-out,High
Restaurant_212,Yes,Yes,4.1,161,HSR Layout,Bar,"BBQ Chicken, Margherita, Garlic Bread",Pizza,1000.0,Dine-out,High
Restaurant_213,No,No,4.5,448,Electronic City,Food Court,"Pasta, Pizza, Tiramisu",Italian,250.0,Dine-out,High
Restaurant_214,Yes,No,3.9,2217,Indiranagar,Bar,"Garlic Bread, Pepperoni, Margherita",Pizza,1100.0,Dine-out,Medium
Restaurant_215,Yes,Yes,3.8,998,Malleshwaram,Quick Bites,"Cold Coffee, Brownie",Cafe,300.0,Dine-out,Medium
Restaurant_216,No,No,4.5,880,Bellandur,Bakery,"Biryani, Kebab, Haleem",Mughlai,200.0,Dine-out,High
Restaurant_217,No,Yes,4.1,128,Hebbal,Bar,"Garlic Bread, BBQ Chicken, Margherita, Pepperoni",Pizza,800.0,Dine-out,High
Restaurant_218,Yes,No,3.5,770,Banashankari,Beverage Shop,"Fries, Burger",Fast Food,150.0,Dine-out,Medium
Restaurant_219,Yes,No,4.0,256,Jayanagar,Dessert Parlor,"Fries, Burger, Sandwich",Fast Food,250.0,Dine-out,High
Restaurant_220,Yes,No,4.1,465,HSR Layout,Fine Dining,"Raita, Mutton Biryani, Chicken Biryani",Biryani,2100.0,Dine-out,High
Restaurant_221,Yes,No,2.8,394,Electronic City,Cafe,"Burger, Sandwich",Fast Food,500.0,Dine-out,Low
Restaurant_222,Yes,Yes,4.5,634,Electronic City,Food Court,"Vada Pav, Pani Puri, Bhel, Pav Bhaji",Street Food,300.0,Dine-out,High
Restaurant_223,Yes,No,4.3,836,Electronic City,Delivery,"Margherita, Pepperoni, Garlic Bread, BBQ Chicken",Pizza,400.0,Delivery,High
Restaurant_224,Yes,No,5.0,812,Electronic City,Fine Dining,"Cake, Brownie, Pastry, Ice Cream",Desserts,1700.0,Dine-out,High
Restaurant_225,Yes,No,4.0,42,BTM,Beverage Shop,"Pepperoni, Margherita, BBQ Chicken",Pizza,,Dine-out,High
Restaurant_226,Yes,No,3.7,339,Hebbal,Bar,"Biryani, Kebab",Mughlai,650.0,Dine-out,Medium
Restaurant_227,Yes,No,4.2,687,Hebbal,Bakery,"Sandwich, Burger",Fast Food,200.0,Dine-out,High
Restaurant_228,Yes,No,4.2,221,Rajajinagar,Quick Bites,"Idli, Vada, Masala Dosa, Filter Coffee",South Indian,300.0,Dine-out,High
Restaurant_229,No,No,4.5,253,Malleshwaram,Cafe,"Ramen, Sushi",Japanese,550.0,Dine-out,High
Restaurant_230,Yes,No,3.8,75,Marathahalli,Casual Dining,"Pepperoni, Margherita",Pizza,800.0,Dine-out,Medium
Restaurant_231,No,Yes,4.2,341,Electronic City,Fine Dining,"Pav Bhaji, Vada Pav, Bhel, Pani Puri",Street Food,1500.0,Dine-out,High
Restaurant_232,No,No,3.3,2143,Banashankari,Bakery,"Pad Thai, Spring Rolls, Green Curry",Thai,200.0,Dine-out,Low
Restaurant_233,No,No,4.0,201,Marathahalli,Casual Dining,"Butter Naan, Paneer Butter Masala",North Indian,900.0,Dine-out,High
Restaurant_234,No,No,2.9,329,Hebbal,Cafe,"Dal Makhani, Biryani, Butter Naan",North Indian,400.0,Dine-out,Low
Restaurant_235,No,No,4.1,836,Koramangala,Delivery,"Noodles, Spring Rolls, Fried Rice",Chinese,300.0,Delivery,High
Restaurant_236,Yes,No,4.1,8,Koramangala,Delivery,,Street Food,350.0,Delivery,High
Restaurant_237,Yes,No,4.1,1418,Banashankari,Dessert Parlor,"Biryani, Nihari, Haleem",Mughlai,400.0,Dine-out,High
Restaurant_238,No,No,3.8,278,Rajajinagar,Cafe,"Tiramisu, Bruschetta, Pasta, Pizza",Italian,500.0,Dine-out,Medium
Restaurant_239,Yes,Yes,4.8,1464,Hebbal,Cafe,"Sushi, Tempura",Japanese,250.0,Dine-out,High
Restaurant_240,No,No,4.1,24,Banashankari,Casual Dining,"Idli, Vada, Masala Dosa",South Indian,550.0,Dine-out,High
Restaurant_241,Yes,Yes,3.7,87,BTM,Bakery,"Pepperoni, Margherita",Pizza,250.0,Dine-out,Medium
Restaurant_242,No,No,3.4,198,Bellandur,Food Court,"Nachos, Burrito, Quesadilla, Tacos",Mexican,400.0,Dine-out,Low
Restaurant_243,Yes,No,3.4,216,Banashankari,Casual Dining,"Tom Yum, Green Curry, Pad Thai",Thai,700.0,Dine-out,Low
Restaurant_244,Yes,No,4.1,1157,Whitefield,Quick Bites,,Cafe,250.0,Dine-out,High
Restaurant_245,Yes,Yes,3.5,5,Marathahalli,Delivery,"Quesadilla, Burrito",Mexican,400.0,Delivery,Medium
Restaurant_246,No,No,4.2,645,HSR Layout,Delivery,"Pizza, Burger, Pasta, Sandwich",Continental,400.0,Delivery,High
Restaurant_247,No,No,4.4,92,JP Nagar,Dessert Parlor,"Pasta, Pizza, Sandwich, Burger",Continental,350.0,Dine-out,High
Restaurant_248,Yes,No,3.4,883,Rajajinagar,Quick Bites,"Pasta, Bruschetta, Pizza",Italian,200.0,Dine-out,Low
Restaurant_249,No,No,3.6,814,Banashankari,Delivery,"Tempura, Sushi",Japanese,350.0,Delivery,Medium
Restaurant_250,Yes,Yes,4.0,415,Hebbal,Casual Dining,"Chicken Biryani, Raita",Biryani,500.0,Dine-out,High
Restaurant_251,Yes,No,4.2,150,Jayanagar,Quick Bites,"Cappuccino, Brownie, Cheesecake, Cold Coffee",Cafe,350.0,Dine-out,High
Restaurant_252,Yes,No,4.6,694,Koramangala,Casual Dining,"Burger, Pizza, Sandwich",Continental,,Dine-out,High
Restaurant_253,Yes,No,3.0,76,Whitefield,Food Court,"Pasta, Tiramisu, Bruschetta",Italian,350.0,Dine-out,Low
Restaurant_254,Yes,No,3.6,113,Malleshwaram,Food Court,"Pav Bhaji, Bhel",Street Food,350.0,Dine-out,Medium
Restaurant_255,Yes,No,3.7,546,Electronic City,Delivery,"Pizza, Burger",Continental,350.0,Delivery,Medium
Restaurant_256,No,No,3.0,2131,JP Nagar,Delivery,"Nachos, Quesadilla, Tacos",Mexican,300.0,Delivery,Low
Restaurant_257,No,No,3.5,1163,Yelahanka,Bakery,"Biryani, Haleem",Mughlai,,Dine-out,Medium
Restaurant_258,Yes,Yes,4.2,566,Rajajinagar,Food Court,"Vada Pav, Bhel",Street Food,350.0,Dine-out,High
Restaurant_259,Yes,Yes,4.3,498,HSR Layout,Fine Dining,"Spring Rolls, Manchurian",Chinese,1500.0,Dine-out,High
Restaurant_260,Yes,No,3.4,3278,JP Nagar,Fine Dining,"Mutton Biryani, Veg Biryani, Chicken Biryani, Raita",Biryani,1400.0,Dine-out,Low
Restaurant_261,Yes,Yes,5.0,594,Banashankari,Dessert Parlor,"Haleem, Biryani, Nihari",Mughlai,400.0,Dine-out,High
Restaurant_262,Yes,No,3.9,318,BTM,Food Court,"Cappuccino, Cold Coffee",Cafe,350.0,Dine-out,Medium
Restaurant_263,Yes,No,3.9,1405,Koramangala,Casual Dining,"Pasta, Pizza",Italian,850.0,Dine-out,Medium
Restaurant_264,No,No,3.2,128,Hebbal,Casual Dining,"Tom Yum, Pad Thai, Green Curry, Spring Rolls",Thai,750.0,Dine-out,Low
Restaurant_265,No,No,3.8,58,Koramangala,Beverage Shop,"Tempura, Sushi, Miso Soup, Ramen",Japanese,,Dine-out,Medium
Restaurant_266,Yes,No,3.7,557,Malleshwaram,Quick Bites,"Vada, Masala Dosa",South Indian,300.0,Dine-out,Medium
Restaurant_267,Yes,Yes,3.1,46,BTM,Bar,"Cappuccino, Brownie, Cheesecake, Cold Coffee",Cafe,1100.0,Dine-out,Low
Restaurant_268,Yes,No,3.7,259,Electronic City,Fine Dining,"Cold Coffee, Cheesecake, Cappuccino, Brownie",Cafe,2200.0,Dine-out,Medium
Restaurant_269,No,Yes,4.3,355,Hebbal,Delivery,"Wrap, Sandwich",Fast Food,300.0,Delivery,High
Restaurant_270,Yes,No,4.8,570,Marathahalli,Dessert Parlor,"Vada, Masala Dosa",South Indian,350.0,Dine-out,High
Restaurant_271,Yes,No,4.0,2871,Indiranagar,Bar,"Butter Naan, Biryani, Dal Makhani, Paneer Butter Masala",North Indian,1200.0,Dine-out,High
Restaurant_272,No,No,4.3,161,Whitefield,Cafe,"Fries, Wrap, Burger, Sandwich",Fast Food,400.0,Dine-out,High
Restaurant_273,Yes,No,3.7,261,Koramangala,Dessert Parlor,"Tiramisu, Pasta, Pizza, Bruschetta",Italian,300.0,Dine-out,Medium
Restaurant_274,Yes,No,3.8,80,Jayanagar,Cafe,"Paneer Butter Masala, Dal Makhani",North Indian,550.0,Dine-out,Medium
Restaurant_275,Yes,No,4.3,603,Koramangala,Food Court,"Tempura, Ramen",Japanese,200.0,Dine-out,High
Restaurant_276,Yes,No,4.6,897,JP Nagar,Cafe,"Burger, Pizza",Continental,350.0,Dine-out,High
Restaurant_277,Yes,No,4.5,444,Koramangala,Cafe,"Bhel, Vada Pav, Pav Bhaji, Pani Puri",Street Food,400.0,Dine-out,High
Restaurant_278,Yes,No,3.3,139,Rajajinagar,Bakery,"Pad Thai, Spring Rolls",Thai,100.0,Dine-out,Low
Restaurant_279,Yes,No,3.8,552,Koramangala,Bakery,"Burger, Sandwich",Continental,250.0,Dine-out,Medium
Restaurant_280,Yes,Yes,4.1,476,Indiranagar,Bakery,"Cappuccino, Brownie, Cold Coffee, Cheesecake",Cafe,150.0,Dine-out,High
Restaurant_281,No,No,3.6,101,Indiranagar,Food Court,"Burger, Sandwich",Fast Food,250.0,Dine-out,Medium
Restaurant_282,Yes,Yes,4.2,327,Electronic City,Bar,"Pepperoni, BBQ Chicken",Pizza,1200.0,Dine-out,High
Restaurant_283,Yes,No,4.2,359,HSR Layout,Dessert Parlor,"Masala Dosa, Filter Coffee, Vada",South Indian,250.0,Dine-out,High
Restaurant_284,No,No,4.2,2552,Marathahalli,Dessert Parlor,"Pav Bhaji, Bhel, Pani Puri, Vada Pav",Street Food,350.0,Dine-out,High
Restaurant_285,No,No,4.5,1277,Jayanagar,Delivery,"Nachos, Burrito, Tacos, Quesadilla",Mexican,400.0,Delivery,High
Restaurant_286,No,No,3.5,695,Koramangala,Bakery,"Biryani, Butter Naan",North Indian,250.0,Dine-out,Medium
Restaurant_287,Yes,No,3.1,1021,Koramangala,Food Court,"Filter Coffee, Idli",South Indian,350.0,Dine-out,Low
Restaurant_288,Yes,No,4.0,797,Whitefield,Delivery,"Fries, Wrap",Fast Food,200.0,Delivery,High
Restaurant_289,No,No,4.6,1612,Hebbal,Quick Bites,"Pad Thai, Spring Rolls, Green Curry",Thai,150.0,Dine-out,High
Restaurant_290,No,No,3.5,29,Indiranagar,Delivery,"Cheesecake, Cappuccino, Brownie",Cafe,,Delivery,Medium
Restaurant_291,Yes,No,4.1,374,Jayanagar,Bar,"Biryani, Kebab, Nihari",Mughlai,650.0,Dine-out,High
Restaurant_292,No,No,4.4,906,Electronic City,Fine Dining,"Burger, Pasta",Continental,,Dine-out,High
Restaurant_293,Yes,No,3.9,512,Malleshwaram,Cafe,"Butter Naan, Dal Makhani, Biryani",North Indian,400.0,Dine-out,Medium
Restaurant_294,No,No,3.7,106,HSR Layout,Bakery,"Green Curry, Tom Yum, Pad Thai",Thai,200.0,Dine-out,Medium
Restaurant_295,No,No,3.6,224,Marathahalli,Fine Dining,"Dal Makhani, Biryani, Butter Naan, Paneer Butter Masala",North Indian,1400.0,Dine-out,Medium
Restaurant_296,No,No,2.6,149,BTM,Delivery,"Bruschetta, Pasta",Italian,300.0,Delivery,Low
Restaurant_297,No,No,3.1,140,Marathahalli,Food Court,"Ramen, Sushi",Japanese,250.0,Dine-out,Low
Restaurant_298,No,No,3.5,220,Rajajinagar,Cafe,"Butter Naan, Biryani, Paneer Butter Masala",North Indian,300.0,Dine-out,Medium
Restaurant_299,Yes,No,4.3,466,JP Nagar,Dessert Parlor,"Bhel, Pani Puri, Vada Pav, Pav Bhaji",Street Food,350.0,Dine-out,High
Restaurant_300,Yes,No,3.7,1071,Rajajinagar,Casual Dining,"Sushi, Miso Soup",Japanese,850.0,Dine-out,Medium
Restaurant_301,Yes,No,3.5,711,Koramangala,Cafe,"Wrap, Sandwich, Burger",Fast Food,500.0,Dine-out,Medium
Restaurant_302,Yes,No,3.4,919,Yelahanka,Bar,"Green Curry, Spring Rolls, Tom Yum",Thai,1250.0,Dine-out,Low
Restaurant_303,No,No,4.0,1290,HSR Layout,Bar,"Cake, Brownie, Pastry",Desserts,1100.0,Dine-out,High
Restaurant_304,Yes,No,4.5,363,JP Nagar,Delivery,"Biryani, Dal Makhani",North Indian,350.0,Delivery,High
Restaurant_305,Yes,No,4.3,273,Jayanagar,Quick Bites,"Dal Makhani, Paneer Butter Masala, Biryani",North Indian,,Dine-out,High
Restaurant_306,Yes,No,4.1,36,BTM,Bar,"Masala Dosa, Idli, Vada",South Indian,700.0,Dine-out,High
Restaurant_307,No,No,3.0,1199,Indiranagar,Bar,"Green Curry, Spring Rolls, Tom Yum, Pad Thai",Thai,1200.0,Dine-out,Low
Restaurant_308,Yes,No,3.6,36,HSR Layout,Food Court,"Quesadilla, Burrito, Nachos",Mexican,250.0,Dine-out,Medium
Restaurant_309,Yes,Yes,5.0,1013,HSR Layout,Delivery,"Pastry, Brownie",Desserts,250.0,Delivery,High
Restaurant_310,Yes,No,4.4,313,Rajajinagar,Cafe,"Vada Pav, Pani Puri, Bhel, Pav Bhaji",Street Food,300.0,Dine-out,High
Restaurant_311,No,No,2.9,1292,Yelahanka,Quick Bites,"Cheesecake, Cold Coffee",Cafe,200.0,Dine-out,Low
Restaurant_312,Yes,Yes,4.4,359,Koramangala,Fine Dining,"Spring Rolls, Fried Rice, Manchurian, Noodles",Chinese,1950.0,Dine-out,High
Restaurant_313,No,No,3.9,992,Banashankari,Casual Dining,"Green Curry, Spring Rolls, Tom Yum, Pad Thai",Thai,600.0,Dine-out,Medium
Restaurant_314,Yes,No,3.4,169,Electronic City,Bakery,"Pastry, Ice Cream, Brownie",Desserts,200.0,Dine-out,Low
Restaurant_315,Yes,Yes,2.8,149,Rajajinagar,Dessert Parlor,"Miso Soup, Tempura, Ramen",Japanese,200.0,Dine-out,Low
Restaurant_316,No,No,3.7,502,HSR Layout,Bar,"Dal Makhani, Butter Naan, Biryani, Paneer Butter Masala",North Indian,1100.0,Dine-out,Medium
Restaurant_317,Yes,No,3.4,3165,Bellandur,Delivery,"Tempura, Sushi",Japanese,350.0,Delivery,Low
Restaurant_318,Yes,No,3.4,371,Whitefield,Bakery,"Pepperoni, Margherita, BBQ Chicken",Pizza,150.0,Dine-out,Low
Restaurant_319,Yes,No,3.6,1487,BTM,Dessert Parlor,"Brownie, Cheesecake, Cold Coffee, Cappuccino",Cafe,350.0,Dine-out,Medium
Restaurant_320,Yes,No,3.7,856,Electronic City,Dessert Parlor,"Mutton Biryani, Veg Biryani, Raita",Biryani,250.0,Dine-out,Medium
Restaurant_321,Yes,No,4.2,1001,Rajajinagar,Fine Dining,,Italian,1850.0,Dine-out,High
Restaurant_322,Yes,No,3.8,326,BTM,Fine Dining,"Spring Rolls, Green Curry, Pad Thai, Tom Yum",Thai,1900.0,Dine-out,Medium
Restaurant_323,Yes,No,4.1,300,Whitefield,Fine Dining,"Brownie, Ice Cream, Pastry",Desserts,2200.0,Dine-out,High
Restaurant_324,Yes,No,2.9,92,Malleshwaram,Beverage Shop,"Vada, Filter Coffee",South Indian,100.0,Dine-out,Low
Restaurant_325,No,No,3.9,1943,Whitefield,Beverage Shop,"Pasta, Tiramisu, Bruschetta, Pizza",Italian,100.0,Dine-out,Medium
Restaurant_326,No,No,2.3,1105,Yelahanka,Dessert Parlor,"Kebab, Nihari, Biryani, Haleem",Mughlai,250.0,Dine-out,Low
Restaurant_327,Yes,No,4.1,845,Whitefield,Fine Dining,"Nachos, Tacos, Burrito, Quesadilla",Mexican,1150.0,Dine-out,High
Restaurant_328,Yes,No,4.3,226,BTM,Food Court,"Tempura, Ramen, Miso Soup, Sushi",Japanese,250.0,Dine-out,High
Restaurant_329,Yes,No,3.3,139,Marathahalli,Bar,"Paneer Butter Masala, Butter Naan, Biryani, Dal Makhani",North Indian,850.0,Dine-out,Low
Restaurant_330,Yes,Yes,4.4,2953,BTM,Bakery,"Brownie, Cake, Ice Cream",Desserts,200.0,Dine-out,High
Restaurant_331,Yes,No,4.4,45,Banashankari,Bakery,"Pizza, Burger, Sandwich, Pasta",Continental,250.0,Dine-out,High
Restaurant_332,Yes,No,2.1,584,Koramangala,Beverage Shop,"Margherita, BBQ Chicken, Garlic Bread",Pizza,100.0,Dine-out,Low
Restaurant_333,Yes,No,3.7,243,JP Nagar,Dessert Parlor,"Vada, Masala Dosa, Idli",South Indian,400.0,Dine-out,Medium
Restaurant_334,Yes,No,2.4,195,Marathahalli,Delivery,"Pasta, Pizza, Tiramisu, Bruschetta",Italian,400.0,Delivery,Low
Restaurant_335,Yes,No,3.7,989,Indiranagar,Cafe,"Butter Naan, Dal Makhani, Paneer Butter Masala, Biryani",North Indian,550.0,Dine-out,Medium
Restaurant_336,No,No,3.7,52,JP Nagar,Cafe,"Pizza, Sandwich, Pasta",Continental,550.0,Dine-out,Medium
Restaurant_337,Yes,No,2.6,170,Koramangala,Beverage Shop,"Sandwich, Pizza",Continental,150.0,Dine-out,Low
Restaurant_338,No,Yes,4.9,2232,Rajajinagar,Delivery,"Nihari, Kebab, Biryani",Mughlai,350.0,Delivery,High
Restaurant_339,No,No,3.8,684,Electronic City,Beverage Shop,"Cold Coffee, Cheesecake",Cafe,150.0,Dine-out,Medium
Restaurant_340,Yes,No,3.4,717,Banashankari,Cafe,"BBQ Chicken, Margherita, Garlic Bread",Pizza,400.0,Dine-out,Low
Restaurant_341,Yes,No,4.5,956,Banashankari,Delivery,"Noodles, Spring Rolls, Fried Rice, Manchurian",Chinese,400.0,Delivery,High
Restaurant_342,Yes,No,3.3,30,Indiranagar,Fine Dining,"Margherita, Garlic Bread, Pepperoni, BBQ Chicken",Pizza,1500.0,Dine-out,Low
Restaurant_343,Yes,No,3.2,109,Marathahalli,Dessert Parlor,"Nihari, Biryani, Haleem",Mughlai,,Dine-out,Low
Restaurant_344,Yes,Yes,2.9,293,Yelahanka,Bakery,"Sandwich, Burger, Wrap, Fries",Fast Food,250.0,Dine-out,Low
Restaurant_345,No,No,4.6,316,Hebbal,Food Court,"Vada Pav, Pav Bhaji, Pani Puri, Bhel",Street Food,300.0,Dine-out,High
Restaurant_346,Yes,Yes,4.2,333,Malleshwaram,Quick Bites,"Brownie, Cappuccino, Cold Coffee",Cafe,300.0,Dine-out,High
Restaurant_347,Yes,No,4.1,935,Whitefield,Dessert Parlor,,South Indian,200.0,Dine-out,High
Restaurant_348,No,No,4.3,9,Marathahalli,Fine Dining,"Pastry, Cake, Ice Cream",Desserts,,Dine-out,High
Restaurant_349,No,No,4.0,648,Electronic City,Cafe,"Cheesecake, Brownie, Cappuccino, Cold Coffee",Cafe,350.0,Dine-out,High
Restaurant_350,Yes,No,4.2,5,Malleshwaram,Fine Dining,"Tacos, Quesadilla",Mexican,2100.0,Dine-out,High
Restaurant_351,No,No,3.8,37,Banashankari,Beverage Shop,"Nihari, Kebab",Mughlai,100.0,Dine-out,Medium
Restaurant_352,Yes,Yes,4.1,322,BTM,Delivery,"Biryani, Nihari, Kebab, Haleem",Mughlai,400.0,Delivery,High
Restaurant_353,Yes,No,3.5,965,Electronic City,Bakery,"Filter Coffee, Idli",South Indian,150.0,Dine-out,Medium
Restaurant_354,Yes,Yes,4.0,93,Koramangala,Bar,"Idli, Masala Dosa, Filter Coffee",South Indian,600.0,Dine-out,High
Restaurant_355,Yes,Yes,4.1,497,Indiranagar,Beverage Shop,"Burrito, Nachos, Tacos",Mexican,100.0,Dine-out,High
Restaurant_356,No,Yes,4.0,680,Koramangala,Dessert Parlor,"Masala Dosa, Vada, Filter Coffee, Idli",South Indian,250.0,Dine-out,High
Restaurant_357,Yes,No,3.1,121,Hebbal,Beverage Shop,"Brownie, Cheesecake, Cold Coffee",Cafe,150.0,Dine-out,Low
Restaurant_358,Yes,No,3.1,333,Electronic City,Dessert Parlor,"Bhel, Vada Pav",Street Food,200.0,Dine-out,Low
Restaurant_359,Yes,No,4.3,1563,Jayanagar,Bar,"Paneer Butter Masala, Dal Makhani",North Indian,,Dine-out,High
Restaurant_360,Yes,No,3.6,387,Jayanagar,Casual Dining,,Italian,600.0,Dine-out,Medium
Restaurant_361,Yes,Yes,4.3,110,Rajajinagar,Bakery,"Chicken Biryani, Raita, Mutton Biryani, Veg Biryani",Biryani,250.0,Dine-out,High
Restaurant_362,Yes,No,3.3,489,Marathahalli,Food Court,"Masala Dosa, Idli, Filter Coffee, Vada",South Indian,200.0,Dine-out,Low
Restaurant_363,No,Yes,3.2,430,Banashankari,Food Court,"Green Curry, Pad Thai, Spring Rolls",Thai,250.0,Dine-out,Low
Restaurant_364,Yes,No,3.4,13,Banashankari,Quick Bites,"Tempura, Miso Soup, Sushi, Ramen",Japanese,300.0,Dine-out,Low
Restaurant_365,Yes,Yes,4.3,61,Whitefield,Fine Dining,"Tiramisu, Pizza",Italian,2100.0,Dine-out,High
Restaurant_366,Yes,No,3.5,89,Whitefield,Casual Dining,"Bhel, Pav Bhaji",Street Food,950.0,Dine-out,Medium
Restaurant_367,Yes,No,4.4,96,Whitefield,Food Court,"Mutton Biryani, Chicken Biryani",Biryani,400.0,Dine-out,High
Restaurant_368,Yes,No,3.9,175,BTM,Beverage Shop,"Cappuccino, Brownie, Cold Coffee",Cafe,100.0,Dine-out,Medium
Restaurant_369,No,No,5.0,453,JP Nagar,Fine Dining,"Quesadilla, Nachos, Burrito",Mexican,2050.0,Dine-out,High
Restaurant_370,No,No,3.9,271,HSR Layout,Casual Dining,"Pizza, Tiramisu, Pasta",Italian,900.0,Dine-out,Medium
Restaurant_371,Yes,Yes,2.8,929,JP Nagar,Delivery,"Masala Dosa, Idli, Vada, Filter Coffee",South Indian,400.0,Delivery,Low
Restaurant_372,Yes,No,4.3,610,Koramangala,Delivery,"Fried Rice, Manchurian, Spring Rolls",Chinese,250.0,Delivery,High
Restaurant_373,No,No,3.3,1033,JP Nagar,Fine Dining,"Sushi, Ramen, Miso Soup",Japanese,2100.0,Dine-out,Low
Restaurant_374,Yes,Yes,4.1,460,BTM,Dessert Parlor,"Haleem, Kebab, Biryani",Mughlai,300.0,Dine-out,High
Restaurant_375,Yes,No,3.4,48,Rajajinagar,Dessert Parlor,"Pastry, Ice Cream, Cake, Brownie",Desserts,350.0,Dine-out,Low
Restaurant_376,Yes,Yes,5.0,466,Koramangala,Beverage Shop,"Pastry, Brownie",Desserts,150.0,Dine-out,High
Restaurant_377,No,No,4.4,1139,JP Nagar,Casual Dining,"Pizza, Pasta",Italian,700.0,Dine-out,High
Restaurant_378,Yes,Yes,3.6,116,BTM,Casual Dining,"Cake, Ice Cream, Pastry, Brownie",Desserts,750.0,Dine-out,Medium
Restaurant_379,No,No,4.0,57,HSR Layout,Fine Dining,"Pizza, Pasta",Continental,1450.0,Dine-out,High
Restaurant_380,No,No,3.8,227,JP Nagar,Cafe,"Sandwich, Pasta, Burger, Pizza",Continental,500.0,Dine-out,Medium
Restaurant_381,Yes,Yes,4.4,325,BTM,Delivery,"Pasta, Pizza, Bruschetta, Tiramisu",Italian,350.0,Delivery,High
Restaurant_382,No,No,3.7,202,Hebbal,Casual Dining,"Filter Coffee, Idli, Masala Dosa, Vada",South Indian,850.0,Dine-out,Medium
Restaurant_383,No,No,3.6,78,Whitefield,Fine Dining,"BBQ Chicken, Garlic Bread, Pepperoni",Pizza,1300.0,Dine-out,Medium
Restaurant_384,Yes,No,3.4,147,Hebbal,Bar,,South Indian,1300.0,Dine-out,Low
Restaurant_385,Yes,No,3.8,653,Banashankari,Quick Bites,"Brownie, Cappuccino, Cheesecake, Cold Coffee",Cafe,300.0,Dine-out,Medium
Restaurant_386,Yes,No,4.4,321,Whitefield,Bar,"Masala Dosa, Idli, Filter Coffee",South Indian,750.0,Dine-out,High
Restaurant_387,Yes,No,4.0,600,Banashankari,Bakery,"Brownie, Cold Coffee",Cafe,250.0,Dine-out,High
Restaurant_388,Yes,No,3.4,391,Bellandur,Beverage Shop,"Tacos, Nachos, Quesadilla",Mexican,100.0,Dine-out,Low
Restaurant_389,Yes,Yes,4.3,513,Indiranagar,Casual Dining,"Margherita, Garlic Bread, BBQ Chicken",Pizza,500.0,Dine-out,High
Restaurant_390,Yes,No,3.6,154,Hebbal,Bakery,"Quesadilla, Tacos, Nachos",Mexican,200.0,Dine-out,Medium
Restaurant_391,No,Yes,4.3,475,Indiranagar,Food Court,"Manchurian, Noodles, Fried Rice, Spring Rolls",Chinese,300.0,Dine-out,High
Restaurant_392,Yes,No,5.0,17,Indiranagar,Bakery,"Ramen, Sushi",Japanese,150.0,Dine-out,High
Restaurant_393,Yes,No,4.0,339,HSR Layout,Fine Dining,"Cheesecake, Brownie",Cafe,1450.0,Dine-out,High
Restaurant_394,Yes,No,4.2,535,Whitefield,Casual Dining,"Sandwich, Burger",Fast Food,1000.0,Dine-out,High
Restaurant_395,Yes,Yes,3.6,108,Bellandur,Quick Bites,"Pasta, Pizza, Sandwich, Burger",Continental,200.0,Dine-out,Medium
Restaurant_396,Yes,No,4.1,182,Banashankari,Fine Dining,"Green Curry, Tom Yum, Pad Thai, Spring Rolls",Thai,1200.0,Dine-out,High
Restaurant_397,Yes,No,4.2,156,BTM,Fine Dining,"Spring Rolls, Tom Yum, Pad Thai, Green Curry",Thai,2200.0,Dine-out,High
Restaurant_398,Yes,Yes,3.9,42,Koramangala,Beverage Shop,"Nihari, Biryani, Kebab",Mughlai,100.0,Dine-out,Medium
